,Title,Company,Location,Link,Review,Salary,Description,Crawl Time,Crawl Date
39,Junior Data Analyst,Gyansolutions,"Bengaluru, Karnataka",https://in.indeed.com/company/Gyansolutions.in/jobs/Junior-Data-Analyst-4061b578eedd109e?fccid=1dbdf12e264bf8db&vjs=3,4.5,"₹12,000 - ₹15,000 a month","Gyansolutions is looking for Full time Junior Data Analyst.
Responsible for tracking and reporting on department initiatives and status reports
Handling a database with large datasets. Regardless of their educational background, applicants must possess advanced computer skills
They may be require to work under tight schedules, so it is important that they can effectively manage and prioritize multiple work assignments
Advanced Excel skills with the ability to write macros and do pivot tables. They also need advanced knowledge of Access to undertake querying, creation of tables, and formulas
Job Type: Full-time
Salary: ₹12,000.00 - ₹15,000.00 per month
Schedule:
Day shift
Experience:
business analysis: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Microsoft Suite: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Industry:
Education & Instruction
Work Remotely:
No",20:13:19,02/01/2021
40,Data Analyst - Health Care,Alphaserve Technologies,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=462e1dea5318f99c&fccid=42614fe6c1c65281&vjs=3,3.8,None,"Data Analyst – Health Care
Job Description

Alphaserve Technologies® is a global provider of digital IT services to firms in the financial, professional services, healthcare, and media verticals. In July 2020, the company was acquired by Eze Castle Integration with the goal of delivering to clients unmatched access to innovative technology solutions that drive business transformation. Eze Castle Integration + Alphaserve now deliver solutions to 800 forward-thinking organizations around the world, allowing them to reach new performance levels through innovative technology and business transformations.”

The full time position is open for an experienced Data Analyst that will support several of our clients systems. Client satisfaction is our primary objective; all available positions are customer facing requiring EXCELLENT communication and people skills. A positive attitude, rigorous work habits and professionalism in the work place are a must. Fluency in English, both written and verbal are required.

Job Responsibilities:
Interpret data, analyze results using statistical techniques and provide ongoing reports.
Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistically, efficiency and quality.
Acquire data from primary or secondary data sources and maintain databases data systems
Identify, analyze, and interpret trends or patterns in complex healthcare data sets
Filter and - clean- data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems
Strong communication, analytical, and troubleshoot skills
Work with management to prioritize business and information needs
Locate and define new process improvement opportunities
Work independently as individual contributor with minimum or no help.
Follow Agile Methodology (SCRUM)
To continuously improve on their knowledge around information security as it relates to their job and identifying and preventing phishing attempts.

Job Requirements:
We are looking for a passionate certified Data Analyst. The successful candidate will turn data into information, information into insight and insight into business decisions.
Proven working experience as a data analyst.
Technical expertise regarding data models, database design development, data mining and segmentation techniques.
Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc)
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Adept at queries, report writing and presenting findings.
BS in Mathematics, Economics, Computer Science, Information Management or Statistic
Remain vigilant while continuing to maintain and enhance the overall security of Alphaserve and the client’s receiving our services.
Maintain awareness about the potential risks based on the environment they are operating in and the clients they are working on.

Subject to review for purposes for ADAAA
Alphaserve Technologies is committed to Equal Employment Opportunities",20:13:20,02/01/2021
41,Senior Data Processing Analyst,InMobi,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=d765a741c7bc0543&fccid=fa9109382804a575&vjs=3,4.2,None,"Senior Data Processing Analyst - InMobi Pulse
Location - Bangalore, India
Company Overview:
InMobi is the largest independent mobile advertising network in the world. With offices on five continents, InMobi provides advertisers, publishers and developers with a uniquely global solution for advertising. The network is growing and now delivers the unprecedented ability to reach 1.64 Billion devices, in over 165 countries, through more than 200 Billion mobile ad impressions monthly. The company has over 17 offices including Bangalore (HQ), London, New York, Paris, San Francisco, Shanghai, Beijing, Seoul, Singapore, Tokyo and Dubai.
For more information, please visit http://www.inmobi.com

Our Vision:

Our mission at InMobi is to enable consumers and businesses make smarter decisions. We build mobile-first customer engagement platforms that transform the economics of influencing global customers. We work closely with the CMOs and CDOs (Chief Digital Officers) to enable them to grow their business effectively in this mobile first world. InMobi Market Research is part of the overall Marketing Cloud offering by InMobi, which enables brands to 'Do Research Everyday!'. Our focus on understanding consumer behaviour and leveraging big-data to predict their actions enables us to offer unique research solutions to clients and help conduct research studies quickly, accurately and at a cost effective rate.

Expectations:
Alongside other survey scriptwriters and data processing execs, you will be part of the Pulse Operations team which strives to produce accurate results every time and supports the Research team in delivering innovative and robust research solutions.
Core requirement will be your ability to handle SPSS data and write queries to make database as per the analysis plan provided by a researcher. You'll work on data processing and tabulation as internal support for researchers to aid them in their client relationships. You'll be required to work on ConfirmIT or STG or Qualtrics or any relevant platform that company decides to register with. And help prepare and process survey data for weighting, tabulation, cross tabulation from Dimensions.
You'll ensure reporting and management requests are accurate and delivered on time resulting in internal customer and client satisfaction, along with representing InMobi in a professional and ethical manner at all times.


Other important expectations:
The successful candidate will be self-motivated, a confident communicator and a great team player who is able to pick up new systems and programming languages quickly. This is an exciting new chapter for InMobi Pulse and we are looking for a candidate who is demonstrably enthusiastic about becoming part of that.
You'll have data processing experience from a Market Research organisations like Nielsen or Kantar",20:13:21,02/01/2021
42,Data Modeler/Data Analyst (Remote),Thought Storm LLC,"Bengaluru, Karnataka",https://in.indeed.com/company/Ramy-Infotech-INC/jobs/Data-Modeler-Data-Analyst-b65b6217f745c4b6?fccid=a290ac4fb8fb476c&vjs=3,None,None,"Migrate all data from the legacy aggregate source database and files system into the database of the new Solution as described in Section 1.3.2 Data Migration
Oversee all strategies of the migration process
Design and document data model required for conversion/integration
Plan, design and build database in DEV/FQA/UAT/PROD environments
Tune performance when necessary
Complete data mapping between the Client data model and the Vendor’s database
· Design and test data conversion scripts, and perform actual conversion, and verify completeness and accuracy of converted data
Analyze database offered as part of the System against the Client’s generic data model
Create Logical Data Model (LDM) for the checkpoint 2 architecture review, for both the persistent data and interface data solution
Create Physical Data Model (PDM) for the checkpoint 3 architecture review, including a data dictionary
Work on the Data Mapping and Data Migration tools.
Contract length: 12 months
Job Types: Full-time, Contract
Schedule:
Monday to Friday
Experience:
Data Migration: 4 years (Preferred)
Database Admin: 5 years (Preferred)
Data Mapping : 4 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Yes",20:13:23,02/01/2021
43,Data Analyst,Tekion,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=aede9eb7248c6fb1&fccid=2ef7ebb4911abfb0&vjs=3,None,None,"At Tekion, we're building the only cloud-native platform that is transforming the automotive retail industry, leapfrogging it into the future and providing unparalleled customer experience. Weekly re creating seamlessly integrated, elegant, and intuitive solutions built with cutting edge technology and powered by Big Data, Machine Learning (ML)/ AI and Internet of Things (Connected vehicle to connected devices). We're harnessing passion, entrepreneurial spirit, deep industry expertise and the latest technologies to create something very special. We're inventing new technology along the way to overcome barriers and solve big problems, all while having a blast doing it!
Job Description
Tekion is looking for a talented Data Analyst who wants to be part of building the next-generation business applications on the cloud. The analyst will use his/her passion and expertise in creating world-class products. He/she will collaborate with the product and engineering /Analytical teams and development managers to create the business application of the future.
Key Responsibilities
Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions
Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques, and business strategies
Assess the effectiveness and accuracy of new data sources and data gathering techniques
Develop custom data models and algorithms to apply to data sets
Coordinate with different functional teams to implement models and monitor outcomes
Develop processes and tools to monitor and analyze model performance and data accuracy
Skills & Qualifications
Master's or Ph.D. in Statistics, Mathematics, Computer Science or another quantitative field
2-7 years of experience manipulating data sets and building statistical models
Strong problem-solving skills with an emphasis on product development
Experience using statistical computer languages (R, Python, etc.) to manipulate data and draw insights from large data sets
Experience working with and creating data architectures
Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests, and proper usage, etc.) and experience with applications
Excellent written and verbal communication skills for coordinating across teams
A drive to learn and master new technologies and techniques
Perks And Benefits
Competitive compensation
Generous stock options
Medical Insurance coverage
Work with some of the brightest minds from Silicon Valley’s most dominant and successful companies
Location :
Bangalore",20:13:26,02/01/2021
44,Analyst/Sr. Analyst -DS AI,Deloitte,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=e6376e2b112a7539&fccid=9e215d88a6b33622&vjs=3,4.0,None,"SCAM ALERT: Caution against fraudulent job offers!
More Info

×

SCAM ALERT
Caution against fraudulent job offers!

We have been informed of instances where jobseekers are led to believe of fictitious job opportunities with Deloitte India (“Deloitte”). In one or more such cases, false promises of actual or potential selection, or initiation or completion of the recruitment formalities appear to have been or are being made. Some jobseekers appear to have been asked to pay money to specified bank accounts of individuals or entities as a condition of their selection for a ‘job’ with Deloitte. These individuals or entities are in no way connected with Deloitte and do not represent or otherwise act on behalf of Deloitte.

We would like to clarify that:
At Deloitte, ethics and integrity are fundamental and not negotiable.
We are against corruption and neither offer bribes nor accept them, nor induce or permit any other party to make or receive bribes on our behalf.
We have not authorised any party or person to collect any money from jobseekers in any form whatsoever for promises of getting jobs in Deloitte.
We consider candidates only on merit and that we provide an equal opportunity to eligible applicants.
No one other than an authorised official of Deloitte is permitted to confirm any job offer from Deloitte.
Anyone who at any time has made or makes any payment to any party against promises of job or selection for a job with Deloitte or any matter related to this (including those for ‘registration’, ‘verification’ or ‘security deposit’) or otherwise engages with any such person who has made or makes fraudulent promises or offers, does so (or has done so) entirely at their own risk. Deloitte takes no responsibility or liability for any such unauthorised or fraudulent actions or engagements.
We encourage jobseekers to exercise caution. If you have queries about the veracity of a job offer you have received which relates to Deloitte or would like to report a fraud with regard to job offers with Deloitte, please send an email to inhiringalert@deloitte.com

Strategy & Analytics

Strategy

Our
Strategy practice brings together several key capabilities that will allow us
to architect integrated programs that transform our clients’ businesses,
including Corporate & Business Unit Strategy, Technology Strategy &
Insights, Enterprise Model Design, Enterprise Cloud Strategy and Business
Transformation.

Strategy
professionals will serve as trusted advisors to our clients, working with them
to make clear data-driven choices about where to play and how to win, in order
to drive growth and enterprise value.

Strategy

will help our clients:
·
Identify strategies for growth and value
creation

·
Develop the appropriate business models,
operating models, and capabilities to support their strategic vision

·
Maximize the ROI on technology investments
and leverage technology and Cloud trends to architect future business
strategies

Analytics & Cognitive

In this age of disruption, organizations need to
navigate the future with confidence, embracing decision making with clear, data-driven
choices that deliver enterprise value in a dynamic business environment.

The Analytics & Cognitive team leverages the
power of data, analytics, robotics, science and cognitive technologies to
uncover hidden relationships from vast troves of data, generate insights, and
inform decision-making. Together with the Strategy practice, our Strategy &
Analytics portfolio helps clients transform their business by architecting
organizational intelligence programs and differentiated strategies to win in their
chosen markets.

Analytics

& Cognitive will work with our clients to:
·
Implement
large-scale data ecosystems including data management, governance and the
integration of structured and unstructured data to generate insights leveraging
cloud-based platforms

·
Leverage
automation, cognitive and science-based techniques to manage data, predict
scenarios and prescribe actions

·
Drive operational
efficiency by maintaining their data ecosystems, sourcing analytics expertise
and providing As-a-Service offerings for continuous insights and improvements

Power
BI Consultant

Work you’ll do

•
Perform detailed analysis of source systems
and source system data and data models that Power BI will leverage for
reporting

•
Design and develop Power BI scripts to import
data from source systems and build Power BI dashboards to meet customer
requirements

•
Interpret business requirements and technical
specifications and translate that into design

•
Work directly with business users to define
by developing prototypes/wireframes in Power BI Dashboards

•
Extracting, transforming and loading data
from multiple sources into Power BI applications

•
Use DAX to write customized logic for
representing data in Power BI reports

•
Create metric, or insight, in dashboards that
provide a consolidated view across the organization regardless of where the
data resides

•
Schedule dashboards for automatic delivery of
reports content to end users, devices and physical locations

•
Design, create and tune physical database
objects (tables, views, indexes) to optimize reports/dashboard performance

•
Provide input on proposing, evaluating and
selecting appropriate design alternatives to meet specific client requirements
and are consistent with client’s current standards and processes  Demonstrate Power BI dashboards to
business users as and when required

How
you’ll grow

At Deloitte, we’ve invested
a great deal to create a rich environment in which our professionals can grow.
We want all our people to develop in their own way, playing to their own
strengths as they hone their leadership skills. And, as a part of our efforts,
we provide our professionals with a variety of learning and networking
opportunities— including exposure to leaders, sponsors, coaches, and
challenging assignments—to help accelerate their careers along the way. No two
people learn in exactly the same way. So, we provide a range of resources
including live classrooms, team-based learning, and eLearning. DU: The
Leadership Center in India, our state-of-the-art, worldclass learning Center in
the Hyderabad offices is an extension of the Deloitte University (DU) in
Westlake, Texas, and represents a tangible symbol of our commitment to our
people’s growth and development. Explore DU: The Leadership Center in India

Benefits

At Deloitte, we know that
great people make a great organization. We value our people and offer employees
a broad range of benefits. Learn more about what working at Deloitte can mean for you.

Deloitte’s
culture

Our positive and supportive
culture encourages our people to do their best work every day. We celebrate
individuals by recognizing their uniqueness and offering them the flexibility
to make daily choices that can help them to be healthy, centered, confident,
and aware. We offer well-being programs and are continuously looking for new
ways to maintain a culture that is inclusive, invites authenticity, leverages
our diversity, and where our people excel and lead healthy, happy lives. Learn more about Life at Deloitte.

Corporate
citizenship

Deloitte is led by a
purpose: to make an impact that matters. This purpose defines who we are and
extends to relationships with our clients, our people and our communities. We believe that business has the power to inspire
and transform. We focus on education, giving, skill-based volunteerism, and
leadership to help drive positive social impact in our communities. Learn more about Deloitte’s impact on the world.

Education: Bachelors/Master’s degree in Computer Science / MCA / M.Sc / MBA
\\“Deloitte\\” is the brand under which tens of thousands of dedicated professionals in independent firms throughout the world collaborate to provide audit, consulting, financial advisory, risk management and tax services to selected clients. These firms are members of Deloitte Touche Tohmatsu Limited DTTL, a UK private company limited by guarantee. Each member firm provides services in a particular geographic area and is subject to the laws and professional regulations of the particular country or countries in which it operates. DTTL does not itself provide services to clients. DTTL and each DTTL member firm are separate and distinct legal entities, which cannot obligate each other. DTTL and each DTTL member firm are liable only for their own acts or omissions and not those of each other. Each DTTL member firm is structured differently in accordance with national laws, regulations, customary practice, and other factors, and may secure the provision of professional services in its territory through subsidiaries, affiliates and/or other entities. In the United States, Deloitte LLP is the member firm of DTTL. Like DTTL, Deloitte LLP does not provide services to clients. Instead, services are primarily provided by the subsidiaries of Deloitte LLP, including: Deloitte & Touche LLPDeloitte Consulting LLPDeloitte Financial Advisory Services LLPDeloitte Tax LLP

Requisition code: E21BASAPD- AI DS",20:13:27,02/01/2021
45,Analyst-Data Visualization,Accenture,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=04f07d2ed03d9837&fccid=a4e4e2eaf26690c9&vjs=3,4.0,None,"Job Description
Skill required: Data Visualization - Microsoft Power BI
Designation: Management Level - Analyst
Job Location: Bengaluru
Qualifications: Any Graduation
Years of Experience: 3-5 years
About Accenture Operations
In today's business environment, growth isn't just about building value-it's fundamental to long-term business survival. So how do organizations sustain themselves? The key is a new operating model-one that's anchored around the customer and propelled by intelligence to deliver exceptional experiences across the enterprise at speed and at scale. You will deliver breakthrough business outcomes for clients-by harnessing talent, data and intelligence to revolutionize their operating models. Operations is one of four services that make up one Accenture -the others are Strategy and Consulting, Interactive and Technology. Visit us at www.accenture.com

What would you do?
You will be aligned with our Insights & Intelligence vertical and help us generate insights by leveraging different analytics tools and techniques to deliver value to our clients. You will also help us apply your expertise in building world class solutions, conquering the business problems, addressing technical challenges using AI Platforms and technologies. You will be required to utilize the existing frameworks, standards, patterns to create architectural foundation and services necessary for AI applications that scale from multi-user to enterprise class and demonstrate self as an expert by actively blogging, publishing research papers and creating awareness in this emerging area.
You will be working as a part of Data Visualization team which is primarily accountable for using visualization tools by creating dashboards and building visualizations layer.
The role may require for you to work on Microsoft Power BI to help visualize data and share discoveries and collaborate in intuitive new ways.
What are we looking for?
We are looking for individuals who have the following skillset:
Good communication skills
It would be a value add if you are proficient in:
Tableau
Roles and Responsibilities
In this role, you are required to analyze and solve lower-complexity problems
Your day to day interaction is with peers within Accenture before updating supervisors
You may have limited exposure with clients and/or Accenture management
You will be given moderate level instructions on daily work tasks and detailed instructions on new assignments
You will need to be well versed with basic statistics and terms involved in the day to day business and use it while discussing with stakeholders
You will be expected to constantly be on the lookout for ways to enhance value for your respective stakeholders/clients
The decisions you make impact your work and may impact the work of others
You will be an individual contributor as a part of a team, with a focused scope of work.

Please note this role may require you to work in rotational shifts.

Qualifications
Any Graduation",20:13:30,02/01/2021
46,Data Analyst,Proziod Analytics,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=1d0a8a21860fcc3b&fccid=65a1f3cfe35575c8&vjs=3,None,"₹18,000 - ₹30,000 a month","We are looking for a passionate Data Analyst. The successful candidate will turn data into information, information into insight and insight into business decisions.

Job Description:
Proven working experience as a data analyst or business data analyst between 2 and 5 years
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Adept at queries, report writing and presenting findings
Understanding of utility value chain
Energy domain experience
Billing/Invoicing Background Preferably knowledge of energy market
Good Communication skills
Good with the numbers
Good Email writing skills
Immediate Joiners preferred",20:13:32,02/01/2021
47,"Analyst, TA - BCG Omnia",The Boston Consulting Group,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=f03fa79ee703589c&fccid=b95f9eb47968fa13&vjs=3,4.2,None,"11761BR
Product Management & Business Building
WHAT YOU'LL DO
You will be a part of the Omnia Data Business, comprising multidisciplinary experts with strong industry & technology knowledge, who design, update and execute different proprietary assets such as surveys, benchmarks, databases, diagnostic tools, and simulation models. As an integral member of the team, you will interact with both local and international teams as well as clients to diagnose/solve client’s problems and ensure the delivery of quality projects. You will be working under supervision in further development and enhancement efforts of the existing assets, as well as the creation of new offerings. Additional tasks involve the development of internal methodology and processes.
YOU'RE GOOD AT
Analysing large data sets, finding patterns and providing a concise summary
Connecting the analysis of the data with prevailing industry trends and issues
Leveraging subject matter expertise to build, maintain, execute and deliver data assets
Building easy-to-use and interactive analysis models
Driving new ideas, with limited guidance
Finding solutions to the client problems
Ensuring high quality of output
Working and interacting in a global and virtual team
Developing solutions – even with imperfect information
Paying attention to detail
Asking the right questions
Listening to and looking for input from others
Working across multiple work streams
Sharing point of view with confidence
YOU'RE GOOD AT (CONT'D)

YOU BRING (EXPERIENCE & QUALIFICATIONS)
Education and experience:
Master’s degree with demonstrated high academic achievement, preferably in business administration, engineering, quantitative sciences (e.g., mathematics, statistics, physics), economics, computer science or other data/analytical centric disciplines
Industry knowledge / experience (internships/apprenticeships/1-2 years of work experience) in a global organization with client facing role. Consulting experience preferred.
Proven research and database capabilities
Specific experience in data curation, benchmarking, building simulation models of driver-based assessments, operating/developing diagnostic tools, etc., will be an added advantage

Functional and soft skills:
Excellent analytical & problem-solving skills
Entrepreneurial, self-starter attitude - willing to go the extra mile
Accuracy, strong attention to detail
High working standards and ethics
Eagerness and ability to learn fast
Dedication and commitment
Highly flexible and versatile mindset
Active listening
Ability to build trust and rapport with team members and clients
Customer service-orientation
Effective verbal and written communication with stakeholders at different levels in the organisation
Ability to work effectively and independently in a fast-paced, global and project environment
Keeping up with industry trends, sources, and methods

Technical skills:
Strong command of MS Office suite, esp. PowerPoint and Excel.
Knowledge of FI industry databases like SNL, Bloomberg, Thomson, etc. is welcome
Working knowledge of Alteryx, Python, DataIKU, Tableau, and SQL
YOU'LL WORK WITH
Peers across various industry data assets to execute and deliver the findings
Senior counterparts for directions, best practices, and overall guidance
BCG consulting teams and clients to discuss insights & offer ongoing access to data for consulting projects
CITY
Bangalore, New Delhi
COUNTRY
India
YOU'LL BE TRAVELLING
Yes (10%)
YOUR EMPLOYEE TYPE IS
Regular
YOUR JOB TYPE IS
Full time
WHO WE ARE
Boston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest opportunities. BCG was the pioneer in business strategy when it was founded in 1963. Today, we help clients with total transformation-inspiring complex change, enabling organizations to grow, building competitive advantage, and driving bottom-line impact.

To succeed, organizations must blend digital and human capabilities. Our diverse, global teams bring deep industry and functional expertise and a range of perspectives to spark change. BCG delivers solutions through leading-edge management consulting along with technology and design, corporate and digital ventures—and business purpose. We work in a uniquely collaborative model across the firm and throughout all levels of the client organization, generating results that allow our clients to thrive.

BCG Omnia partners with our practice areas—both industries and capabilities—to transform our firm’s unique intellectual property into professional, scalable software and data products that enhance our client service efforts. BCG Omnia employs leading-edge technologies and specialized experts in product design and development, data analytics, and customer delivery to provide world-class business solutions.
EQUAL OPPORTUNITY
Boston Consulting Group is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, age, religion, sex, sexual orientation, gender identity / expression, national origin, protected veteran status, or any other characteristic protected under federal, state or local law, where applicable, and those with criminal histories will be considered in a manner consistent with applicable state and local laws.",20:13:33,02/01/2021
48,Senior Data Analyst,McAfee,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=1a840a6c71105aa7&fccid=800f11c47014effe&vjs=3,3.7,None,"Job Title:
Senior Data Analyst

Location:
India, Bangalore
Role Overview:
As a member of the Business Intelligence team, reporting into Senior Manager of Business Intelligence, the focus of this opportunity is to engage with the product, marketing, sales and finance teams inside our organization and build metrics and dashboards which will allow our teams to guide with informed data. You will discover and build data insights, publish read outs to the leadership. You will groom and lead other data analysts in the team.

Company Overview
From device to cloud, McAfee provides market-leading cybersecurity solutions for both business and consumers. We help businesses orchestrate cyber environments that are truly integrated, where protection, detection, and correction of security threats happen simultaneously. For consumers, McAfee secures your devices against viruses, malware, and other threats, both at home and away. We want to continue to shape the future of cybersecurity by working together to build best in class products and solutions.
About the Role:
You will need to discover data insights and present it to the product, Leadership and our teams.
You will understand the underlying data of our Consumer segment and work with product, business analysts and teams to arrive at the reporting dashboards and Goals.
You will build key metrics from data on the cloud or working with tools such as Tableau and Microstrategy
You will lead and groom other data analysts in the team. You build vision around best methodologies, tools and best practices.
You will need to monitor key metrics, publish out newsletters, ELT Read outs with data insights
You will need to be proficient in SQL to mine the data to build the necessary required metrics, dashboards.. You may need to combine and prepare the data to suit the visuals.
You will need to gather the requirements from the team members, translate them into technical requirements, understand the underlying data and build upon aggregates. Further, build powerful visuals which tell the business story.
About You:
You have experience working as a Data Analyst or Business Analyst proficient in telling business stories with data.
You background includes 7+ years of experience as a Data Analyst and demonstrate experience which includes important and important responsibilities as a data insights professional
You should very proficient in SQL.
Your programming experience includes expertise in visualization tools like Tableau or MicroStrategy
You may need to use data science algorithms or statistical models
You are ready to work with global teams.
Company Benefits and Perks:
We work hard to embrace diversity and inclusion and encourage everyone at McAfee to bring their authentic selves to work every day. We offer a variety of social programs, flexible work hours and family-friendly benefits to all of our employees.
Pension and Retirement Plans
Medical, Dental and Vision Coverage
Paid Time Off
Paid Parental Leave
Support for Community Involvement
We're serious about our commitment to diversity which is why McAfee prohibits discrimination based on race, color, religion, gender, national origin, age, disability, veteran status, marital status, pregnancy, gender expression or identity, sexual orientation or any other legally protected status.
Job Type:
Experienced Hire
Primary Location:
India, Bangalore

Additional Locations:",20:13:34,02/01/2021
49,Senior Analyst-Marketing & Customer Analytics,Accenture,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=c44a2ecded665a78&fccid=a4e4e2eaf26690c9&vjs=3,4.0,None,"Job Description
Skill required: Marketing & Customer Analytics - Customer Analysis and Segmentation
Designation: Management Level - Senior Analyst
Job Location: Bengaluru
Qualifications: BTech
Years of Experience: 5-8 years
About Accenture Operations
In today's business environment, growth isn't just about building value-it's fundamental to long-term business survival. So how do organizations sustain themselves? The key is a new operating model-one that's anchored around the customer and propelled by intelligence to deliver exceptional experiences across the enterprise at speed and at scale. You will deliver breakthrough business outcomes for clients-by harnessing talent, data and intelligence to revolutionize their operating models. Operations is one of four services that make up one Accenture -the others are Strategy and Consulting, Interactive and Technology. Visit us at www.accenture.com

What would you do?
You will be aligned with our Insights & Intelligence vertical and help us generate insights by leveraging different analytics tools and techniques to deliver value to our clients. You will also help us apply your expertise in building world class solutions, conquering the business problems, addressing technical challenges using AI Platforms and technologies. You will be required to utilize the existing frameworks, standards, patterns to create architectural foundation and services necessary for AI applications that scale from multi-user to enterprise class and demonstrate self as an expert by actively blogging, publishing research papers and creating awareness in this emerging area.
You will be working as a part of Marketing & Customer Analytics team which provides a set of processes that measure, manage and analyze marketing activities in order to provide actionable insights and recommendations to marketing organizations in terms of optimizing ROI & performance efficiency in operations.Customer analytics is a process by which data from customer behavior is used to help make key business decisions via market segmentation and predictive analytics. This information is used by businesses for direct marketing, site selection, and customer relationship management. You should have exposure to digital marketing, A/B testing, MVT, Google Analytics/Site Catalyst.
You will be working on Customer Analysis and Segmentation and utilize multivariant clustering analysis to segment workers and customers. You will develop specific treatment plans per segment to support business needs and deliver superior user experience for each segment.
What are we looking for?
We are looking for individuals who have the following skillset:
Ability to establish strong client relationship
Strong analytical skills
It would be a value add if you are proficient in:
Python Programming Language
Roles and Responsibilities
In this role, you need to analyze and solve increasingly complex problems
Your day to day interactions is with peers within Accenture
You are likely to have some interaction with clients and/or Accenture management
You will be given minimal instruction on daily work/tasks and a moderate level of instructions on new assignments
You will need to consistently seek and provide meaningful and actionable feedback in all interactions
You will be expected to be constantly on the lookout for ways to enhance value for your respective stakeholders/clients
Decisions that are made by you will impact your work and may impact the work of others
You would be an individual contributor and/or oversee a small work effort and/or team.

Please note this role may require you to work in rotational shifts.

Qualifications
BTech",20:13:35,02/01/2021
50,Data Analyst,Luxoft,"Bengaluru, Karnataka",https://in.indeed.com/rc/clk?jk=18a161085cb6fd26&fccid=4b841d912d46e4fd&vjs=3,4.4,None,"Project Description:
For 22 of our 25 years, Soho House has been a traditional hospitality company, with tech as the last thing on the agenda and a number of partnerships with external agencies. However as we try to scale our offering, that outlook has reversed and we are creating a long-term digital strategy with huge investment from the founder and investors.
This means building a team with a tech-first culture, rebuilding our backend services from the ground up on cutting edge tech, removing external partnerships and working on an internal cultural shift from traditional enterprise to agile and product-driven

Responsibilities:
Role - As an Analyst, you will be joining a brand new team dedicated to working with all the data produced by Soho House. You'll be working with a range of data-sets old and new, rich and sparse. Working with the data produced by the systems that keep Soho House ticking, exploring existing data sets, building dashboards & reports, working alongside our data engineers to clean and transform data sets

Responsibilities -

Building and deploying reports and dashboards to drive decisions about existing and new products
Helping design and build tooling / processes and improving our ecosystem
Spending time discussing ideas, implementation, and planning
Exploring data sets for new insights
Helping improve internal process and how we work with the business
Working with data engineers to design and validate data processing pipelines
Maintaining, contributing to and creating open-source software
Working with raw datasets to produce clean views / materializations
You are experienced working with data in a variety of formats and flavors (JSON, CSV, etc.)
You've seen and are comfortable working with dirty and unreliable data from third parties
Experience working with SQL and its many flavours
Experience working in cross-functional delivery teams
Know your way around Git and ideally GitHub
Excellent communication skills and self-initiative
Skills Required:",20:13:37,02/01/2021
