,Title,Company,Location,Link,Review,Salary,Description,Crawl Time,Crawl Date
10,Business Analyst,Pilot Industries Ltd.,"Delhi, Delhi",https://in.indeed.com/company/Pilot-Industries-Ltd./jobs/Business-Analyst-2891639e689eb6cc?fccid=03e2dcc5607db88c&vjs=3,None,"₹50,000 - ₹80,000 a month","Updating Daily/Weekly/Monthly Dashboard for Resources, Stakeholders & Client.
Preparing Report (Daily,Weekly and Monthly)
Managing all MIS activities of the process using Advance excel formula.
Developing Real Time dashboard with VBA
Tertiary Sales Report.
Primary Sales Report.
Coordinating with all India RSM,BDM,SE and other team member
Manage their data on Excel.
Job Types: Full-time, Walk-In
Salary: ₹50,000.00 - ₹80,000.00 per month
Schedule:
Morning shift
Experience:
10 Years: 6 years (Preferred)
Education:
Bachelor's (Preferred)
Speak with the employer
+91 8178036075",20:17:47,04/01/2021
11,Business Analyst,xicom technologies,"Delhi, Delhi",https://in.indeed.com/rc/clk?jk=ecfd921907c4b468&fccid=75c6aa0bb4143796&vjs=3,4.4,None,"Responsibilities
Collaborate with the client to gather requirements and convert them into functional specifications and/or technical requirements.
To work as a consultant for prospective clients questioning as well suggesting innovative solutions to their needs / pain-points.
Conduct functional/technical feasibility study for new products and services.
Work with project stakeholders to ensure requirements are achievable and exhibiting good presentation and communication skills at all levels of management and operation.
Prepare functional artifacts like BRD / FSD with business process flows.
Prototype the requirements to generate wireframes.
Analyze existing system and the proposed system to conduct Gap Analysis.
Prepare the Delta (change requirement) Document and manage change control process.
Work closely with the design, development, QA, system teams to attain and meet project tollgates internally.
Analyze and report the key risk areas while documenting requirements and during testing.
Must Have
Should have a knack of converting high level and sometimes vague business requirements into functional specifications and/or technical requirements.
Understanding of Wireframing Tools & Trends as well as Mock Up development technologies.
Basic knowledge of UX methodologies, approaches, and trends and the ability to translate user problems to business requirements and present user-centric solutions.
Should have excellent communication, documentation and presentation skills.
Should relish turning ambiguous requirements into more concrete and actionable items.
Preferred domain skillset: any one of Travel, E-/M-Commerce, Finance, Media & Entertainment and/or to learn and work on other domains.",20:17:49,04/01/2021
12,Business Analyst,Aalamisofttech,"New Delhi, Delhi",https://in.indeed.com/rc/clk?jk=cf058cf048ebf655&fccid=f3f5829b8b3774fc&vjs=3,None,None,"Job Location : New Delhi

Minimum Experience : 2 - 3 Years
Responsibilities :
Understand the business issues and data challenges of client organization and industry.
Identify and analyze information related to existing client systems.
Define and document the qualitative and/or quantitative assessment of client current state.
Complete detailed business analysis on service modules and units to ensure consistency with client requirements.
Conduct stakeholder interviews and document the requirements for the project.
Lead client requirement meetings to elicit and understand the client’s needs/requirements.
Review client requirements and perform gap and/or impact analysis.
Review and validate client requirements based on domain knowledge/expertise and understanding of the client’s business process and challenges.
Understand business requirements to convert them into product/system specifications that fully represent the client requirements and the project requirements.
Develop and update applicable requirements artifacts
May participate in scoping discussions.
Transfer the business need and requirements to the development team.
Act as a resource throughout the life of a project to the development team to clarify the requirements, and manage any requirement changes resulting from development issues or business issues.
Requirements:
Excellent verbal and written communication skill
Analytical with a strong ability to clarify complex requirements into clear messages.
Experience gathering requirements via workshops and interviews and delivering the requirements documents.
Knowledge of SDLC, DDLC, Flow Charts, Wireframes and UML Diagram.
Knowledge of Digital Marketing is preferable
Knowledge of Scrum Methodology is preferable",20:17:51,04/01/2021
13,Analysis & Reporting Analyst,JATO,"New Delhi, Delhi",https://in.indeed.com/rc/clk?jk=2e170132a10f55fc&fccid=83957617655a47f3&vjs=3,None,None,"Employment Type
Full Time

Location Country
India

Location
New Delhi

Job Details
An exciting opportunity has arisen, JATO are seeking an Analysis and Reporting Analyst to join the Analysis and Reporting team based in India.
As an Analysis and Reporting Analyst you will work closely with our clients in order to understand their needs and provide high quality, customised analysis and reporting solutions by performing the extraction, manipulation, analysis and interpretation of automotive data.

Key Responsibilities
Form part of a client engagement team and closely work with the Senior Analyst to understand customer needs and define requirements as well as the solution

Maintain a close working relationship with the research team, product team & Senior Analyst to drive awareness of analysis capabilities and to develop new solutions for our existing and potential clients

Monitor macro trends in the automotive industry (legislative, technological, consumer buying habits, etc.) and propose areas where JATO can contribute as significant shifts occur

Operate in line with the guiding principles of the company to ensure alignment with the vision of the organisation

Conduct qualitative and quantitative analysis on the JATO databases required

Create analysis solutions for clients, developing methodology to address the core problem and deliver completed solutions

Plan and coordinate development of reports and analysis for clients, ensuring their timely delivery

Perform Quality Assurance (QA) to ensure a consistently high quality standard exceeding customer expectation

Prompt review and approval of report quotations, ensuring completeness and accuracy as well as JATO’s internal capability to fulfil the request

Key Requirements
Ideally have worked within the automotive industry or have in-depth understanding of the industry

Relevant University degree or equivalent work experience in a related field

Experience performing analysis within the automotive industry

Self-motivated with the ability to manage multiple projects simultaneously

Detail oriented with excellent analytical, mathematical and problem-solving skills

Excellent English language skills, verbal and written

Knowledge of additional languages such as Chinese, Korean and Japanese are highly desirable

Advanced knowledge of SQL and BI tools such as Tableu is highly desirable

Proficient with Excel (Advanced)

Expert in manipulating data to extract desired information",20:17:53,04/01/2021
14,Business Analyst,URS Systems Private Limited,"Delhi, Delhi",https://in.indeed.com/rc/clk?jk=918773ad57bcb6c5&fccid=483e0a7182e3356b&vjs=3,None,None,"Business Analyst - Chatbot
Chatbot BA
1.Interface with the business teams to understand & identify conversational AI needs.
2.Architect the business needs into practical and production quality chatbot / digital assistant solution, leveraging natural language understanding and machine learning.
3.Design, development and end to end implementation experience using RASA platform.
4.Python Knowledge.
5.Maintain documentation pertaining to chatbot conversational flows, intents, platform configurations and best practices.
6.Establish and promote design guidelines, best practices and standards",20:17:55,04/01/2021
15,Business Analyst - Scrum Master,Boston Scientific Corporation,"New Delhi, Delhi",https://in.indeed.com/rc/clk?jk=e61d619384e487c3&fccid=d13187a50c252e33&vjs=3,4.0,None,"Purpose and Passion • Comprehensive Benefits • Life-Work Integration • Community • Career Growth
At Boston Scientific, you will find a collaborative culture driven by a passion for innovation that keeps us connected on the most essential level. With determination, imagination and a deep caring for human life, we’re solving some of the most important healthcare industry challenges. Together, we’re one global team committed to making a difference in people’s lives around the world. This is a place where you can find a career with meaningful purpose—improving lives through your life’s work.
About the role:
The BA/PM/SM will partner with our Legal and Compliance business partners to deliver and support various business systems and applications to improve processes and create efficiencies. The individual will be responsible for all aspects of software implementation, including planning, developing user requirements/user stories, analyzing, testing, implementing, and ongoing support to meet business needs.
Responsibilities:
Work with Legal and Compliance business partners to define and prioritize projects
Work collaboratively across IT and business functions
Identify opportunities for business process improvements and establish effective and efficient processes
Drive or participate in all stages of software implementation including planning, gathering user stories/requirements, researching solutions, design, configuration/development, testing, rollout and maintenance
Manage project teams and implementations with an agile/scrum approach
Appropriately communicate task status and manage project timelines/action items
Manage communications amongst technical staff, vendors, and internal partners
Escalate project risks/issues to management as required
Assure quality of business systems by implementing test plans and developing/executing test specifications
Work closely with development teams (internal and external) to assure timely solutions are delivered according to the specifications and implementation needs of the business
Ensure that system & related processes meet all applicable compliance requirements
Ensure adherence to BSC Global Systems Methodology
Basic Qualifications
Bachelor’s degree required
2 years of work experience with delivery and support of software development solutions and environments
Understanding of the software development lifecycle and methodologies, including Waterfall and Agile
Understanding and experience providing software solution analysis, project management, and testing leadership
Ability to partner with business divisions and functions in delivery
Experience delivering and maintaining systems within a medical device or a highly regulated environment
Previous experience working in a cross-functional business environment
Ability to identify and implement process improvement opportunities
Strong written and verbal communication, with the ability to effectively communicate with leadership
Strong problem solving and analytical skills
Demonstrates courage in ensuring value-driven solutions are delivered
Preferred Qualifications
Scrum Certification
About us
As a global medical technology leader for more than 35 years, our mission at Boston Scientific (NYSE: BSX) is to transform lives through innovative medical solutions that improve the health of patients. If you’re looking to truly make a difference to people both around the world and around the corner, there’s no better place to make it happen.
Requisition ID: 471224

Job Segment: Business Analyst, Medical, Medical Technology, Information Systems, Implementation Manager, Finance, Healthcare, Technology",20:18:03,04/01/2021
16,Business Analyst,Web Emporium,"Okhla, Delhi, Delhi",https://in.indeed.com/rc/clk?jk=4349e047902432ac&fccid=a05732cadca55f79&vjs=3,None,None,"Roles and Responsibilities
Responsible for online bidding on Up Work, Elance, GURU etc.
Excellent Communication Skills.
Experience in handling International clients.
Must be proficient in proposal writing, keeping follow-ups, communication link between the development team & clients.
Understanding and obtaining the needs of the clients, preparing various presentations.
Work on the cold calling and email leads.
Identifying new market and business line.",20:18:05,04/01/2021
17,Senior Business Analyst,Super99,"New Delhi, Delhi",https://in.indeed.com/rc/clk?jk=3e4113cf8bbd4488&fccid=402e6dd7968f85d9&vjs=3,None,None,"The Senior Business Analyst provides strategic business analysis services to business partners. Work closely with the business units to gain in-depth understanding of customer’s business strategy, processes, services, roadmap and the context in which the business operates.
Key Responsibility Areas
The role will be responsible for the following areas:
To liaison with business sponsors / business representatives / technical development teams with a view to:
Gathering business requirement and performing end to end feasibility analysis.
Constantly communicate with business stakeholders and ensuring smooth project delivery within agreed timeline.
Work with internal stakeholders to ensure best solutions are implemented for delivering requirement.
Hands on usage of SQL to derive critical business KPIs and constant fine tuning of achieved results.
Ensure quality of output through rigorous validation of the solution before final delivery to business.
Recommending best ways of visualising the business requirements at hand.
Look at different business requirements in a holistic way to provide more robust consolidated solutions.
Job Specification:
The candidate must possess expertise and hands on experience:
Functional Experience of working in a Analytics project and should have worked on solving complex business problems using data.
Understanding of service industry business processes & knowledge of any one and / or multiple functional areas like :
Retail: Marketing / Customer Management / Loyalty / Campaigns / Sales / Operations / Merchandising / Category Management / Supply Chain Management / Distribution & Logistics / Commercial / Financials / Accounts Payable Web & Mobile applications
Understanding of retail industry
Excellent analytical skills and a knack to understand and manage large volumes of data. Ability to derive business intelligence out of data.
Strong analytical capabilities
Excellent comprehension, written & oral communication skills for interactions within & inter-department.",20:18:08,04/01/2021
18,Business Analyst,AKS Interactive Solutions,"Delhi, Delhi",https://in.indeed.com/rc/clk?jk=251cabc4e246fa03&fccid=a57ca6fa60f6ad21&vjs=3,None,None,"Job Description / Requirement
Should have great knowledge of Website Development.
Should have prior experience in conducting Requirement Gathering & Analysis and Business Process Mapping.
Working closely with internal departments to develop proper account strategy and also to ensure proper customer support.
Experience in preparing FS/SRS/BRD/Use Cases for requirements.
Develop proposals, presentations, and other pursuit materials.
Create processes, workflows, and tools needed to effectively manage projects.
Ability to effectively analyze, summarize and present Web Development analysis reports to clients.
Should have good communications (reading & writing) and client interaction skills.

Now is the time to join Aks Interactive solutions Pvt Ltd.. We are growing rapidly and Scouting for talent across domains.
Our business offerings are widespread and on a global scale. We utilize experts in Analytics, strategy development and technology implementation to add value to our services.
If you are interested in pursuing a career with professionals in cutting edge web applications development then email your resumes to hr@aksinteractive.com",20:18:10,04/01/2021
19,Business Analyst (1 Position),Envytee Info Solutions,"Delhi, Delhi",https://in.indeed.com/rc/clk?jk=a0acd323c44c99f4&fccid=89a3b8163b674396&vjs=3,None,None,"Job3:
Business Analyst (1 Position)

Role:
Technical developer and designer

Exp Level:
6-8 yrs exp

Location:
Delhi/NCR

Duration:
6 months extendable to a year+/recruitment

Availability:
ASAP",20:18:12,04/01/2021
20,Business Analyst,Nablasol,"New Delhi, Delhi",https://in.indeed.com/rc/clk?jk=5705c36d7f512685&fccid=8f0f35e8dba30d08&vjs=3,None,None,"Nablasol is looking for a Business Analyst to analyze business processes and assess system requirements for our international clients. The candidate should have a knack for improving business processes and suggesting software system changes through data analysis.
Responsibilities
Analyze business processes and propose software solutions to solve problems.
Suggest workflow improvements to help streamline processes using technology.
Work with various stakeholders across the business and technical teams.
Create documentation and build model diagrams for processes and data flow.
Facilitate requirement negotiation among multiple stakeholders in the business.
Develop layouts and wireframes to ensure the solution meets the user requirements.
Translate business requirements into technical requirements for software developers.
Support internal QA and testing by enabling them to formulate functional test cases.
Coordinate and facilitate UAT in coordination with appropriate business users.
Build reports and visualizations to help analyze data for business processes.
Generate exception and outlier reports to find gaps in the data and identify issues.
Conduct market research for new engagements and write case studies for the completed ones.
Research industry trends and investigate new software tools for thought leadership.
Skills
Exceptional written and verbal communication skills.
Strong analytical and problem-solving skills, with a keen interest in latest tools and technology.
Experience in building models and diagrams using Visio, Powerpoint or similar tools.
Hands-on experience with SQL and any BI tool (PowerBI, Tableau, Domo etc.).
Ability to manage multiple stakeholders and building relationships.
A flair for understanding and streamlining business processes will be a big plus.
Knowledge of CRM systems and other enterprise applications will be preferred.
Education & Experience
1-3 years’ experience in business analysis, preferably for international clients.",20:18:14,04/01/2021
21,"Application Support, Software Developer, Business Analyst, S...",Global Knack,"Delhi, Delhi",https://in.indeed.com/rc/clk?jk=b1025e94e665d139&fccid=edfc922f6dccd9a7&vjs=3,None,"₹13,00,000 a year","Experience: 4 to 8 Years Work Time: 3:00 PM to 12:00 AM IST Work Location: Hyderabad (option to work remotely) Skill Test: Angularjs, Ember Js, Nodejs, Python, API, Sql Queries Send resume at ekta@globalknack.com

Requirements:
1. Must have several years of experience in a technical consulting role.
2. Experience in web development of Single Page Applications (Angular/Ember JS, etc.)
3. Proficient in Object Oriented Programming.
4. Experience in performing SQL queries on a RDMS especially in MySQL.
5. Experience with Networking Concepts.
6. BS in Computer Science or Computer Engineering.
7. Good at API integration, debugging and fixing the issues with API.
8. Good at JS framework.

Responsibilities:
1. Understand our clients infrastructure and technical environment to provide best of breed
technical consulting services.
2. Diligently monitor, optimize, and report on integration and deployment performance for key
accounts against KPIs, with proactive cross functional and internal communication on
customer deployments.
3. Regular consultation with cross functional teams on account deployments to ensure optimal
performance and delivery of media and data portfolio.
4. Handle technical troubleshooting.",20:18:16,04/01/2021
22,Business Analyst,Inspire Global Solutions,"Delhi, Delhi",https://in.indeed.com/rc/clk?jk=482cdbbd28e29511&fccid=bb33e3148f70ce62&vjs=3,None,"₹15,000 - ₹20,000 a month","Primary Job Responsibilities
Experience in all phases of Software Development Life Cycle (SDLC). Strong capabilities in defining, creating and managing high quality business requirements, experience with developing test plans, project plans and other deliverables
Previous experience of working with a variety of SDLC methodologies
Experience in writing user stories, use cases and activity diagrams
Develop new business with existing clients, identify opportunities and suggest appropriate solutions
Responsible for keeping current clients satisfied and delivering exceptional client service on a day-to-day basis
Come up with strategic plans to increase revenue/profits for the customers.
Independent and liaison with internal and external stakeholders like Marketing, SEO, Technical teams to identify and maximize from revenue from various streams.
Self motivated and has a thirst for innovative solutions which can benefit the customers and the organization in the short and long run.
Experience Managing P&L (Profit & Loss)
Forecast and track key account metrics
Job Requirements
0-2+ years of building and maintaining long term customer relationships
Proven ability to manage multiple accounts at a time, while maintaining sharp attention to detail
Strong verbal and written communication skills
Excellent listening, negotiation and presentation abilities
Alone we can do so little. TOGETHER we can aim for the sky
. We do not discriminate on the basis of race, colour, religion, national origin, pregnancy status, sex, age, marital status, disability, sexual orientation, gender identity, or any other characteristics protected by applicable laws, regulations and all qualified applicants will receive consideration for employment.
Job Type: Full-time
Experience:
eCommerce:0-2year (Required)
Intergration:0- 2 year (Preferred)
Education:
Bachelor’s (Preferred)
share your cv on whatsapp 76-17-57-33-26 Hr team
Job Detail
Offerd Salary₹15,000 - ₹20,000
ExperienceFresher
GenderBoth
QualificationDiploma",20:18:17,04/01/2021
